Cleaned_Tweets,Retweets,Likes,Date
But we should,1825,51147,4/3/2022 4:52
Humanity did not evolve to mourn the unborn,9683,135840,4/3/2022 4:50
Exactly,78,1815,4/3/2022 2:58
They wrote PEACE on the wall at Berghain! I refused enter.,4984,88185,4/3/2022 2:51
This might be gearing up to be literally the biggest party on Earth,439,5376,4/3/2022 1:35
This was an *exceptionally* difficult quarter due to supply chain interruptions &amp; China zero Covid policy.Outstanding work by Tesla team &amp; key suppliers saved the day.,1962,30954,4/2/2022 16:08
Just show her this video explains everything,2160,11431,4/1/2022 21:11
TRUE,115,2505,4/1/2022 20:55
To think I grew up 2b bizniz magnet ,17182,292423,4/1/2022 0:34
"Yes, but we take a very cautious approach to safety. As we confirm functionality on Canadian roads, the beta will expand.",321,5438,3/31/2022 18:07
Will take of it,130,2704,3/31/2022 10:16
You may be in an area that is at maximum capacity. Did SpaceX not provide an unsubscribe warning?,337,7176,3/31/2022 6:27
Ok,468,17061,3/30/2022 8:37
Canada requires charging by the minute vs kWh. We’re working to get that changed.,216,6576,3/30/2022 8:00
Will find out. Our aspiration is just to make a modest return vs the fully-considered price of Supercharging.,785,28790,3/30/2022 4:53
"Good point. SpaceX &amp; Tesla would probably have died, since both narrowly escaped bankruptcy in 2008.",1177,22557,3/30/2022 3:03
Sustainable energy generation from sun &amp; wind is making great progress!,7164,81555,3/30/2022 1:43
"SpaceX will do the right thing for OneWeb, even though they are a competitor",496,8471,3/29/2022 23:25
"FSD Beta should be available in Europe for LHD this summer, RHD a few months later. These dates depend on regulatory approval.",531,5901,3/29/2022 19:34
I mean we’re basically identical – a few differences maybe …,609,14824,3/29/2022 19:06
"The UAW stole millions from workers, whereas Tesla has made many workers millionaires (via stock grants). Subtle, but important difference.",1289,10204,3/29/2022 18:30
UAW slogan – “Fighting for the right to embezzle money from auto workers!”,1273,15135,3/29/2022 18:25
“Don’t try this at home”,2057,81718,3/29/2022 18:03
"Original Halo &amp; Smash Bros, but thumb joysticks give me the willies",184,3994,3/29/2022 1:59
"Some people use meditation or yoga to calm their mind at the end of the day, but video games on hardcore mode work best for me",979,10728,3/29/2022 1:57
"I suppose it would be Elden Ring. Finished Halo Infinite on legendary, which was not easy for my ancient neurons!Terminator: Resistance is underrated, although the machines will be *much* better than this &amp; have 360 deg long-range FoV (sigh).Cyberpunk is brilliant.",463,8194,3/29/2022 1:48
"Played some &amp; will continue. I use  &amp; ⌨, which is suboptimal, but ok with remapping.Art is incredible, story is good, altho I’m still confused about what’s going on haha. Nonlinear play style &amp; no spoon-feeding are cool.",600,11849,3/29/2022 1:36
Going out tonight for 99 scores,182,3292,3/29/2022 0:22
"Haha fine, I probably don’t disagree with you, but even if I did then still!!",176,4866,3/29/2022 0:19
"I disagree with you, but I disagree with deleting your stuff even more. That’s what free speech is about.",5885,84849,3/28/2022 22:09
"Starlink  team too! Expecting over 4200 Starlink satellites in operation within 18 months, which is ~2/3 of all active satellites of Earth.",3769,61760,3/28/2022 22:05
Amazing what a zillion tiny cannonballs can do!,554,20303,3/28/2022 21:57
Maybe this year isn’t out of the question …,361,6925,3/28/2022 20:26
Haha that’s next year,376,9100,3/28/2022 20:24
SpaceX Falcon  team is making excellent progress – aiming for 60 launches this year!,8075,132350,3/28/2022 20:22
We’ve all been there,3178,111825,3/28/2022 9:29
"Covid-19 is the virus of Theseus.How many gene changes before it’s not Covid-19 anymore?I supposedly have it again (sigh), but almost no symptoms.",12098,163630,3/28/2022 8:12
The Washington Post’s current slogan is “Democracy Dies in Darkness”. Catchy – for sure – but then what’s up with the paywall for news!?,734,10474,3/28/2022 7:43
"Ah yes, I see they decided to editorialize. Here’s what I actually said:",6810,72202,3/28/2022 7:36
tick tock,1350,32858,3/28/2022 7:23
"I usually drive an alpha build, but switch to beta right before release so I know what Tesla owners are getting",360,5621,3/27/2022 19:42
"TikTok feels like such an obvious AI attack that it’s annoying. I prefer to be attacked by AI with subtlety – maybe a rose, some candles, wine, Barry White, witty banter, that sort of thing …",4763,81274,3/27/2022 16:11
Seize the memes of production!,21559,243902,3/27/2022 16:00
"Toronto streetcars are not yet handled well by FSD. Btw,  is on a ~4 month sabbatical.",206,3590,3/27/2022 15:56
Funny to think that sapphire is just corroded aluminum!,866,25230,3/27/2022 15:52
I just did. Now what?,1901,56632,3/27/2022 15:36
This is pretty good. 10.12 will have major improvements for tricky unprotected lefts &amp; heavy traffic in general. We’re also making good progress with single stack.,568,11825,3/27/2022 15:34
Looking into it,1349,63990,3/27/2022 11:23
Am giving serious thought to this,14551,235580,3/27/2022 2:27
TRUE,533,20451,3/27/2022 2:26
Haha that would sickkk,936,15160,3/26/2022 18:16
Doesn’t sound very balanced,1242,22259,3/26/2022 18:07
Is a new platform needed?,25284,326993,3/26/2022 17:54
"Given that Twitter serves as the de facto public town square, failing to adhere to free speech principles fundamentally undermines democracy. What should be done?",31457,251806,3/26/2022 17:51
Especially seek negative feedback,308,4648,3/26/2022 0:29
As predicted,820,29552,3/26/2022 0:25
"Starlink, at least so far, has resisted all hacking &amp; jamming attempts",4448,69248,3/25/2022 23:52
Sigh,135,3225,3/25/2022 23:30
 especially crypto spam!!,340,12624,3/25/2022 22:26
TRUE,312,9891,3/25/2022 15:38
The consequences of this poll will be important. Please vote carefully.,9987,156849,3/25/2022 8:26
"I would gladly follow the directions of the chemtrails masterminds, but I can’t figure out what they’re saying!",246,6030,3/25/2022 8:15
Free speech is essential to a functioning democracy.Do you believe Twitter rigorously adheres to this principle?,42433,182565,3/25/2022 7:34
Easily,1337,44106,3/25/2022 6:24
"Old, but good",13050,194907,3/25/2022 1:06
Most people think the fruit was named after the color (fools!),3326,55607,3/24/2022 23:55
The movie Gaslight has gaslit so many people it’s insane,6357,110845,3/24/2022 23:53
 NASA ,6241,85973,3/24/2022 20:26
You mean email?,299,13698,3/24/2022 17:27
Twitter algorithm should be open source,10512,69298,3/24/2022 17:07
The algorithm needs to be open source,738,8729,3/24/2022 17:05
I’m worried about de facto bias in “the Twitter algorithm” having a major effect on public discourse. How do we know what’s really happening?,2880,28010,3/24/2022 16:50
True. And even a 10% reduction in g would make reaching orbit relatively easy.,288,8650,3/24/2022 16:48
 Danke Deutschland!! ,14208,274578,3/22/2022 13:30
New,191,3930,3/22/2022 1:16
  ,158,3483,3/22/2022 1:15
"First Starship orbital flight will be with Raptor 2 engines, as they are much more capable &amp; reliable. 230 ton or ~500k lb thrust at sea level.We’ll have 39 flightworthy engines built by next month, then another month to integrate, so hopefully May for orbital flight test.",1154,11198,3/21/2022 19:19
"SpaceX default plan was ~65% of global launch mass to orbit this year. Incremental demand might take that to ~70%, so not a major change. Those numbers don’t count Starship.Rough math is ~16 tons * 50 launches = 800 tons. Rest of world is &lt;400 tons (mostly China).",606,8272,3/21/2022 18:59
Makes a huge difference to capital efficiency to localize production within a continent,624,14107,3/21/2022 18:42
Excited to hand over the first production cars made by Giga Berlin-Brandenburg tomorrow!,11436,208155,3/21/2022 18:38
"Ok, maybe I should play League then",3127,62609,3/21/2022 18:05
"Main Tesla subjects will be scaling to extreme size, which is needed to shift humanity away from fossil fuels, and AI.But I will also Include sections about SpaceX, Tesla and The Boring Company.",1201,13518,3/21/2022 6:20
"Managed to throw him, but it cost me smashing my c5-c6 disc &amp; 8 years of mega back pain! Finally fixed with c5-c6 disc fusion.",787,14756,3/21/2022 6:13
Working on it,1704,72053,3/21/2022 5:42
"Giga Berlin-Brandenburg will be covered with beautiful art, inside and out",470,9778,3/20/2022 18:34
The six seat Model X is best imo. There are times when I only want to offer that variant.,593,13204,3/20/2022 17:25
Also the heaviest Falcon 9 payload at 16.25 metric tons,2215,54287,3/19/2022 5:49
As it ends the cycle of retribution,3815,79838,3/19/2022 3:26
"The limbic instinct for vengeance is incredibly strong, which is why turn the other cheek is such a powerful idea",13702,156144,3/19/2022 3:24
Absolutely,285,11914,3/18/2022 22:47
True. That was mega pain.,220,4561,3/18/2022 21:30
"But reaching volume production with sustained positive cash flow was last achieved by an American car company, Chrysler, ~100 years ago!Ford &amp; Tesla are the only American car companies to avoid bankruptcy. Even GM &amp; Chrysler went bankrupt in 2009.",315,3523,3/18/2022 21:27
"Prototypes are easy, production is hard. Making an electric car was not the hard part of Tesla – dozens of companies have done that.",470,7339,3/18/2022 21:25
"Good point. Politicians &amp; political parties should be supported on their merits, not like they are one’s favorite sports team.",436,4938,3/18/2022 20:42
"With so many mainstream media companies saying  is crazy/dangerous, I watched some of his videos. Ironically, he seemed more balanced &amp; insightful than those condemning him!The groupthink among major media companies is more troubling. There should be more dissent.",14512,108620,3/18/2022 20:15
FSD releasing to Canada next week,432,5477,3/18/2022 2:30
Yeah :),444,17103,3/17/2022 13:52
"I have so much respect for the associates doing an honest day’s work at Tesla or SpaceX building &amp; servicing cars, rockets, Starlinks, batteries, solar &amp; many other things",5873,143294,3/17/2022 6:56
Working hard to make useful products &amp; services for your fellow humans is deeply morally good,23769,294229,3/17/2022 6:52
Working on Master Plan Part 3,15143,269837,3/17/2022 4:19
Took us way too long,234,8597,3/17/2022 4:17
2029,4385,77440,3/16/2022 19:10
"True, I do support the current thing haha!",221,6438,3/16/2022 18:06
Yeah,214,8149,3/16/2022 6:08
Hardcore,535,17540,3/16/2022 2:53
"They have no idea how hard FSD is. Only path to success imo is hardcore real-world AI software with dedicated NN inference acceleration ASICs in car, multibillion dollar NN training supercluster and 10+ billion miles of vehicle data. Good luck.",1172,12210,3/16/2022 0:17
"Thank you for the offer, but such excellent training would give me too much of an advantage. If he is afraid to fight, I will agree to use only my left hand and I am not even left-handed.Elona",22737,340651,3/15/2022 20:32
"Telegram post by Ramzan Kadyrov, head of Chechen Republic!",20831,224980,3/15/2022 20:20
Congrats!,281,9223,3/15/2022 19:49
 Starlink ,880,21691,3/15/2022 18:48
"And … um … [flicks wrist] we should form a book club.“Дура с сердцем и без ума такая же несчастная дура, как и дура с умом без сердца.”Федор Достоевский, Идиот",934,12214,3/15/2022 11:05
Ok :),242,6824,3/15/2022 4:37
He can even bring his bear,1814,30576,3/15/2022 2:43
"I see you are a tough negotiator!Ok, you can have 10% more pay per view money.",12761,122257,3/15/2022 1:54
Congratulations SpaceX team for all that you have accomplished!,8419,121280,3/15/2022 0:46
One day …,1271,36191,3/15/2022 0:27
"Yeah, I did manage to throw the world champion sumo wrestler, but at the cost of smashing a disc in my neck that caused me insane back pain for 7 years!",348,8483,3/14/2022 14:38
Pretty much,514,25538,3/14/2022 14:33
Вы согласны на этот бой?,9271,125111,3/14/2022 11:53
I am absolutely serious,1950,48439,3/14/2022 11:46
это было бы честью,181,3575,3/14/2022 11:20
I hereby challengeВладимир Путин to single combatStakes are Україна,53646,391986,3/14/2022 11:09
By the pricking of my thumbs …,4647,110085,3/14/2022 10:47
There is a beauty to the biological substrate,4652,91766,3/14/2022 9:42
"As a general principle, for those looking for advice from this thread, it is generally better to own physical things like a home or stock in companies you think make good products, than dollars when inflation is high.I still own &amp; won’t sell my Bitcoin, Ethereum or Doge fwiw.",14328,58764,3/14/2022 4:11
It is not entirely unpredictable that you would reach that conclusion,749,17590,3/14/2022 4:00
Model S &amp; X are sublime,315,9658,3/14/2022 2:39
And we are not alone,2684,37560,3/14/2022 1:48
Tesla &amp; SpaceX are seeing significant recent inflation pressure in raw materials &amp; logistics,4352,69318,3/14/2022 1:41
"If this version performs well, we can probably lower min safety score to 95",172,3220,3/14/2022 0:50
Vector lanes is a particularly significant architectural improvement to Tesla AI,308,5621,3/14/2022 0:48
What are your thoughts about probable inflation rate over next few years?,10901,160237,3/13/2022 21:39
Always worth reading about the many civilizations that have risen and fallen … lessons we should take to heart. There is danger to a “United Earth” in that it may result in a collective fall or ossification of civilization.,463,4011,3/13/2022 18:45
"The Story of Civilization, especially books 2 &amp; 11",439,5493,3/13/2022 11:12
"Insightful analysis, ensconced in eloquent prose",336,9448,3/13/2022 11:06
Fifteen Decisive Battles of the World,7281,118381,3/13/2022 11:02
"Cereal, but maybe I’ve been doing it wrong all this time. I know it’s bad for you, but sugared cereal is amazing.",177,3977,3/12/2022 19:42
Me encanta el mariachi!,3792,75182,3/12/2022 18:16
The Forbidden Cereal ,375,10209,3/12/2022 9:32
"Little do they know, birds aren’t real!",2092,22672,3/11/2022 19:41
What if one atom at a time in your body was switched out for another atom? There would be you with all new atoms and another you with the original atoms – Human of Theseus.,2004,38160,3/11/2022 0:31
This weekend,193,3664,3/10/2022 5:44
"You’re welcome. We have also sent power adapters for car cigarette lighters, solar/battery packs and generators for places where electricity is not available.",3257,40924,3/9/2022 21:49
"Optimized, fully-reusable Starship is ~150t to same reference orbit as Saturn V. In expendable mode, Starship payload would be 250t to 300t.",733,12400,3/9/2022 21:41
"In our experience, COPV gain/pain flattens out above 6000 psi and is &lt;1 above 10,000 psi, unless volume constrained like Dragon. Heating from pressurization &amp; cooling from depressurization also become major problems at very high pressure.",239,5362,3/9/2022 21:36
"There is no direct evidence of that ad being run, but that does sum up the sales pitch. It is mind-blowing that he &amp; his crew *rowed* to a whaling station from the Antarctic!",166,3184,3/9/2022 19:29
Very important that there be an organization tasked with regulation removal or the number of rules will grow every year until progress is completely buried by bureaucracy!,1181,14193,3/9/2022 19:27
Wow,404,14023,3/9/2022 19:18
Another 48 Starlinks just reached orbit,12860,157071,3/9/2022 14:01
Cool,289,10052,3/9/2022 7:19
ESG should be deleted if not fixed,402,4150,3/8/2022 18:26
ESG rules have been twisted to insanity,1266,12240,3/8/2022 13:54
Another Starlink launch tomorrow,1660,33889,3/7/2022 20:44
"You are my favorite hello,And my hardest goodbye.",45054,357665,3/7/2022 7:49
It was an honor,292,6792,3/7/2022 0:51
Also nuclear is vastly better for global warming than burning hydrocarbons for energy,13376,172706,3/6/2022 23:57
"For those who (mistakenly) think this is a radiation risk, pick what you think is the worst location. I will travel there &amp; eat locally grown food on TV.I did this in Japan many years ago, shortly after Fukushima. Radiation risk is much, much lower than most people believe.",16381,182367,3/6/2022 23:33
"Hopefully, it is now extremely obvious that Europe should restart dormant nuclear power stations and increase power output of existing ones. This is *critical* to national and international security.",42118,315067,3/6/2022 23:27
Aquarion and Polaris,86,1894,3/6/2022 14:19
"Self-driving car will amplify traffic to insane levels, as you won’t feel the pain of driving yourself",4338,95018,3/6/2022 14:18
Yeah,93,2645,3/6/2022 14:13
Yup,131,5538,3/6/2022 14:10
Defeating traffic is the ultimate boss battle. Even the most powerful humans in the world cannot defeat traffic.,12651,188087,3/6/2022 14:06
Cool!,380,13930,3/6/2022 13:59
"Polytopia is *way* better imo, if you like strategy games",216,6501,3/6/2022 13:57
"Chess is a simple game. Understandable when all we had to play with were squirrels  and  rocks, but now we have computers .",334,8387,3/6/2022 13:55
.,137,3153,3/6/2022 13:51
Basic appliances should not connect to the Internet or have significant compute power or they will/are/have obviously be turned into an army of ddos puppets,1007,12454,3/6/2022 12:15
Maybe Tesla should make an AI vision device that plugs into these legacy traffic lights. It could just look at traffic &amp; automatically maximize throughput.,1317,17257,3/6/2022 5:27
Beta 10.12 probably releases Tuesday in US and Friday in Canada,298,4644,3/6/2022 5:02
Terminator Resistance is a good game,241,8599,3/6/2022 4:44
Even some of the best AI software engineers in the world don’t realize how advanced Tesla AI has become,16996,251376,3/6/2022 4:38
We are almost at the point where interventions are so rare on city streets that we can turn our attention to applying the code to highways. No point in doing so until passing that threshold.,413,8036,3/6/2022 4:36
"Increased oil &amp; gas production in the short term is critical or people around the world will be placed under great duress. This is not a question of money, it is a question of having enough energy to power civilization.",6260,37864,3/5/2022 21:12
"To be clear, SpaceX wasn’t given $1.5B – we were given a contract for cargo delivery to &amp; from Space Station that would amount to $1.5B if successful",1032,19275,3/5/2022 19:49
My old delta-v mug!,364,13850,3/5/2022 19:33
"Pshaw, how pedestrian! I was thinking more … space dragons with “lasers”",1989,37317,3/5/2022 18:23
"Alternate name for our company was Faraday, who invented the electric motor, whereas Nikola Tesla invented the AC induction motor",898,18410,3/5/2022 13:17
"In a way, this is free QA haha",554,12799,3/5/2022 8:47
A beautiful home for life,998,23152,3/5/2022 8:40
Some Starlink terminals near conflict areas were being jammed for several hours at a time. Our latest software update bypasses the jamming.Am curious to see what’s next!,2721,25596,3/5/2022 8:32
Exactly,215,6686,3/5/2022 7:28
"All news sources are partially propaganda, some more than others",8911,63251,3/5/2022 5:39
Starlink has been told by some governments (not Ukraine) to block Russian news sources. We will not do so unless at gunpoint.Sorry to be a free speech absolutist.,73677,540318,3/5/2022 5:15
SpaceX reprioritized to cyber defense &amp; overcoming signal jamming. Will cause slight delays in Starship &amp; Starlink V2.,11767,148319,3/5/2022 4:59
"Who, me? ",153,4635,3/5/2022 4:47
Exactly,166,5007,3/5/2022 3:19
"And also my sympathies to the great people of Russia, who do not want this",17766,329363,3/5/2022 1:22
 Hold Strong Ukraine ,52979,547315,3/5/2022 1:21
"Obviously, this would negatively affect Tesla, but sustainable energy solutions simply cannot react instantaneously to make up for Russian oil &amp; gas exports.",20500,203931,3/5/2022 0:48
"Hate to say it, but we need to increase oil &amp; gas output immediately. Extraordinary times demand extraordinary measures.",78576,471761,3/5/2022 0:40
Haha sure :),144,4302,3/4/2022 21:40
Ich möchte mich recht herzlich bedanken. Die Zukunft ist sehr spannend!  ,736,11394,3/4/2022 19:17
You will be in the future,1457,40989,3/4/2022 18:03
!,440,15047,3/4/2022 6:58
Game on,990,11876,3/4/2022 3:21
"Almost all Viasat Ukraine user terminals were rendered permanently unusable by a Russian cyberattack on day of invasion, so … yes",672,9365,3/4/2022 3:20
"Yes, provided no metal particles in paint",272,8613,3/3/2022 21:17
Place light camouflage over antenna to avoid visual detection,1251,18854,3/3/2022 19:56
Turn on Starlink only when needed and place antenna away as far away from people as possible,2978,39014,3/3/2022 19:54
"Important warning: Starlink is the only non-Russian communications system still working in some parts of Ukraine, so probability of being targeted is high. Please use with caution.",40090,363430,3/3/2022 19:49
"In class action lawsuits, the actual plaintiff is always the class action law firm. They just find someone willing to serve as a puppet to “represent the class”.",635,12038,3/3/2022 18:02
"Updating software to reduce peak power consumption, so Starlink can be powered from car cigarette lighter.Mobile roaming enabled, so phased array antenna can maintain signal while on moving vehicle.",7327,54955,3/3/2022 17:50
  American Broomstick  ,8842,76831,3/3/2022 16:37
"Yeah, maybe 98",79,1989,3/3/2022 16:29
This old YouTube clip helps explain why former UAW members who work at Tesla are not huge fans of UAW,432,3316,3/3/2022 16:24
Yes,175,3881,3/3/2022 8:13
"By the way, Tesla factory worker compensation is the highest in the auto industry",565,5375,3/3/2022 5:38
"Our real challenge is Bay Area has negative unemployment, so if we don’t treat and compensate our (awesome) people well, they have many other offers and will just leave!I’d like hereby to invite UAW to hold a union vote at their convenience. Tesla will do nothing to stop them.",686,6757,3/3/2022 5:04
"Actually, we still operate our California factory, which is the largest auto plant in North America, at full capacity and are considering expanding it significantly.It has built 2/3 of all electric vehicles in North America, twice as much as all other carmakers combined.",3553,51206,3/3/2022 1:44
Ukraine civilian Internet was experiencing strange outages – bad weather perhaps? – so SpaceX is helping fix it,3518,31770,3/3/2022 1:25
"Solar area will need to be higher with obscuration, but works better than one might think",412,7564,3/2/2022 20:07
"Solar panels + battery pack better than generator, as no heat signature or smoke &amp; doesn’t run out of fuel",1137,13868,3/2/2022 19:09
"We could’ve made a 600 mile Model S 12 months ago, but that would’ve made the product worse imo, as 99.9% of time you’d be carrying unneeded battery mass, which makes acceleration, handling &amp; efficiency worse. Even our 400+ mile range car is more than almost anyone will use.",1320,21757,3/2/2022 11:19
" That was me tweeting from  when someone else had snatched my name. I was actually one of the earliest Twitter users, but dropped my account because people were tweeting such trivialities at first.  convinced me to get back in.",932,25107,3/2/2022 8:36
The probability of Tesla dying in 2008/2009 was very high. We closed our financing round at 6pm on Dec 24th – the last working hour of the last day before Tesla would otherwise bounce payroll.,358,5690,3/2/2022 8:29
"Self-driving cars &amp; useful humanoid robots require a sophisticated understanding of reality. I am increasingly convinced that they are on the path to solving AGI. Should AGI be solved? I don’t know, but humanity is moving rapidly in this direction whether I like it or not.",486,5322,3/2/2022 8:17
"Pretty good summary, although national pride is underweighted relative to economics. Latter serves former, not other way around. The foundational issue imo, which this video doesn’t ignore, is low birth rate. After all, what good is land with no people?",484,8193,3/2/2022 8:08
.,937,8757,3/2/2022 4:00
Saints Row IV was sickkk,217,3674,3/2/2022 3:38
Saints Row,516,7170,3/2/2022 3:26
"Well, I do have multiple personality disorder, but they’re all technically in the same head",3255,69050,3/2/2022 3:17
Investigating,128,4958,3/2/2022 3:15
"Tesla has created over 50,000 US jobs building electric vehicles &amp; is investing more than double GM + Ford combined[fyi to person controlling this twitter]",34947,263404,3/2/2022 3:11
"Our primary challenge is affordability. Creating an expensive truck is relatively easy. If it is extremely hard to do so for Tesla, despite our much greater economies of scale &amp; better technology, then it is damn near impossible for others.",814,8611,3/2/2022 3:05
He plays golf a lot,114,2730,3/2/2022 3:00
"Saudi Arabia owns 2/3 of Lucid, so inevitable",213,4484,3/2/2022 2:59
Their negative gross margin will be staggering,426,7296,3/2/2022 2:48
"Coming soon, if you want your car to make a loud farting sound from the external speaker, just say “Fart in their general direction!”",549,7887,3/2/2022 0:21
"All cars made since November also have push center for horn – just waiting on firmware update. If you mash right side of yoke with your palm, horn will trigger.",191,3255,3/2/2022 0:13
"If your war technology level is far higher than your opponent, tactics don’t matter: source_not_found",603,6720,3/1/2022 23:46
Swipe down on navigate button to navigate home or to work if at home,179,3871,3/1/2022 20:43
"Depends on what issues we see that are unique to Canada. If things are looking good, then we can lower the safety score threshold.",375,9583,3/1/2022 3:07
You are most welcome,13263,241281,2/28/2022 20:39
Starlink service is now active in Ukraine. More terminals en route.,134504,804030,2/26/2022 22:33
Good thread,627,16310,2/26/2022 1:05
Yes,985,22346,2/26/2022 0:56
Would be a good move. Needs to include put options &amp; synthetic shorts.,2739,15457,2/25/2022 22:38
Successful Starlink deploy,1980,36735,2/25/2022 18:23
We’ve had about 60 or so cars testing internally in Canada. Hoping to go wider this weekend.,445,9157,2/25/2022 18:20
"Starlink is a little patchy to Tonga right now, but will improve dramatically as laser inter-satellite links activate",368,6898,2/25/2022 18:12
Yes,261,9577,2/25/2022 16:47
"LIDAR is a seductive local maximum. SpaceX designed &amp; built them to dock with ISS.However, the road system was designed to work with biological neural nets &amp; eyes, so a general solution to self-driving necessarily will require silicon neural nets &amp; cameras.Real-world AI.",606,6364,2/25/2022 11:02
Protagonists created over half a century ago don’t count,163,3470,2/25/2022 10:39
Signal is the least insecure messaging service,300,3942,2/25/2022 10:38
Hollywood refuses to write even one story about an actual company startup where the CEO isn’t a dweeb and/or evil,823,10404,2/25/2022 6:52
Just iMessage &amp; Signal,262,3905,2/25/2022 6:49
Me too,149,4257,2/25/2022 6:48
"Actual question, not rhetorical",104,2084,2/25/2022 6:21
Are you sure Signal is secure?,223,3304,2/25/2022 6:05
"I didn’t start the fight, but I will finish it.",4290,31692,2/23/2022 19:14
Building a case is exactly what I’ve been doing,3179,30127,2/23/2022 18:39
Exactly,449,5319,2/23/2022 18:38
Would be cool if we are backed up somehow,368,8714,2/23/2022 16:41
Yeah,277,7900,2/23/2022 9:28
"Yeah, definitely don’t use C unless optimizing for hardware performance!",168,3435,2/23/2022 1:50
"I’m a fan of Rust. Clearly scales well, given that Discord uses it.For max performance, however, nothing beats tight C with a customized compiler on specialized hardware. Important for max frame rate on vehicle inference computer.Otherwise, we mostly use C++ &amp; Python.",928,10747,2/23/2022 1:20
"While it is tempting to focus on one of those arenas as the “hard one”, in fact they are all difficult &amp; important. Tight C &amp; custom compiler too.An inference computer optimized for energy efficiency, reliability &amp; long life is also critical. Can’t just jam GPUs in the trunk.",224,3225,2/23/2022 1:07
Definitely,96,2255,2/23/2022 0:57
"A general solution to self-driving (essentially, real-world AI) requires writing extremely difficult software in the arenas of training, inference, control, analytical tools, data management, hardware optimization &amp; simulation.One of the hardest technology problems that exists.",553,7320,2/23/2022 0:55
Compilers can be way better too. Not enough effort spent there.,114,2792,2/23/2022 0:28
Sorry!,51,1211,2/22/2022 22:17
We’re working through the general case of making Steam games work on a Tesla vs specific titles. Former is obviously where we should be long-term.,241,2921,2/22/2022 22:07
Yes. This is an advantage of iron cathode lithium batteries.,376,12776,2/22/2022 22:04
Night City has beautiful art,292,9228,2/22/2022 21:14
Great game,695,18010,2/22/2022 20:31
But 69% of statistics are false,1671,37878,2/22/2022 19:43
Norway is awesome! ,441,12001,2/22/2022 19:08
"Small changes usually affect production for less than an hour, as they’re applied to a few stations during breaks.Big changes may impact output for a day or two. Reversing out big changes or unexpected parts shortages are what impact several days.",247,3089,2/22/2022 18:55
Sometimes 20 small changes in a single week,293,5864,2/22/2022 18:48
"Switching to renewables with batteries would avoid blackouts. Batteries are essential, due to the intermittent nature of renewables.",649,8867,2/22/2022 11:57
We must fight for it to be better,157,2062,2/22/2022 11:50
This is just peeling back the first layer of the corruption onion. Stay tuned …,1686,17897,2/22/2022 11:44
Why many come to America,123,1890,2/22/2022 11:42
Beautiful,196,6391,2/22/2022 11:35
Yes,125,3002,2/22/2022 10:44
V11 is ,393,5291,2/22/2022 10:26
Tuesday,89,2118,2/22/2022 10:21
Yeah,60,1611,2/22/2022 10:21
tau &gt; pi,4517,46892,2/22/2022 10:18
ℏ,10696,122921,2/22/2022 10:10
!!,153,3171,2/22/2022 9:59
!,141,2539,2/22/2022 9:18
In Earth years,514,12140,2/22/2022 8:57
It is taking longer than expected to make the upper stage not expendable (sigh),281,7435,2/22/2022 7:54
"Instead of “research suggests”, I suggest “warlocks say”",132,1895,2/22/2022 6:45
… a river,219,4537,2/22/2022 6:42
M Night should do a horror movie about this – it would resonate,2064,48494,2/22/2022 0:24
Entertainment is becoming a username/password/2FA nightmare,19940,215515,2/21/2022 23:22
"Sounds good, we will send one over",227,4309,2/21/2022 18:57
That would be great,118,1949,2/21/2022 18:17
"Maybe near BRO airport, since that serves both communities?",171,4003,2/21/2022 17:29
"If South Padre and/or Brownsville would like a Starship prototype, we can send one over",471,9114,2/21/2022 17:28
"I’m pretty sure I’ve paid the most taxes of any individual ever to California, but it isn’t obvious what is done with the money",428,5255,2/21/2022 17:26
"Rather than correcting itself, the lower birth rate trend appears to be accelerating",142,2158,2/21/2022 17:19
"Tesla owners in the greater Giga Texas area will get priority, so yes",364,8348,2/21/2022 16:58
Single biggest threat to future of civilization imo,199,2769,2/21/2022 15:56
Ok,230,8101,2/21/2022 7:44
They will be fine,357,6575,2/21/2022 7:05
"The only reason I didn’t pay federal tax in 2018 is because I *overpaid* in 2017! Since they stole my tax records, they actually know that.",623,5600,2/21/2022 6:46
Hypocritical megadouche!,2532,21783,2/20/2022 22:25
"Will visit IRS next time I’m in DC just to say hi, since I paid the most taxes ever in history for an individual last year. Maybe I can have a cookie or something …",11514,92910,2/20/2022 22:24
TRUE,106,2270,2/20/2022 9:43
Seriously. How long must this go on?,591,12998,2/20/2022 8:51
"Depends mostly on FAA certification, but hopefully within 6 months. We’re testing on Gulfstreams to debug issues, but deployment priority is commercial airliners.",171,2631,2/20/2022 8:51
Cybertruck,336,4294,2/20/2022 8:18
"Yes, in the air",112,2358,2/20/2022 8:16
Probably,219,4364,2/20/2022 8:11
I think it will reach,2663,88140,2/20/2022 2:52
I’m dropping a new album,4801,108008,2/20/2022 2:51
We have a very talented team,902,23914,2/19/2022 19:00
"I wish I could help. At this point, it seems that voting at the next election is the remedy.",2489,23657,2/19/2022 16:41
"Actually, April 7th",377,4631,2/19/2022 5:38
"SpaceX’s goal is to make life multiplanetary, whereas their goal is to put a handful of satellites in orbit",459,5545,2/19/2022 2:09
Are they even trying?,203,5785,2/19/2022 2:08
Yes,137,3314,2/19/2022 1:43
Yes,104,2223,2/19/2022 1:43
April 1st,275,4058,2/19/2022 1:42
